,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,GarageArea,YrSold,LotShape,LotConfig,SalePrice
293,16659,7,7,1977,1994,2263,2,3,1,539,2006,IR1,Corner,235000
294,9600,6,5,1953,1953,1644,1,3,1,418,2009,Reg,Inside,167000
295,7937,6,6,1984,1984,1003,1,3,1,588,2006,IR1,CulDSac,142500
296,13710,5,5,1950,1950,1558,1,4,1,282,2007,Reg,Inside,152000
297,7399,7,5,1997,1998,1950,2,3,1,576,2007,IR1,Inside,239000
298,11700,6,6,1968,1968,1743,1,3,1,539,2007,Reg,Inside,175000
299,14000,6,8,1950,2004,1152,1,3,1,300,2009,Reg,Inside,158500
300,15750,5,5,1953,1953,1336,1,2,1,375,2006,Reg,Corner,157000
301,16226,8,5,1998,1999,2452,2,4,1,683,2007,IR3,Inside,267000
302,13704,7,5,2001,2002,1541,2,3,1,843,2006,IR1,Corner,205000
303,9800,5,7,1972,1972,894,1,3,1,552,2006,Reg,Corner,149900
304,18386,7,9,1880,2002,3493,3,3,1,870,2008,Reg,Inside,295000
305,10386,8,5,2004,2005,2000,2,3,1,888,2007,Reg,Inside,305900
306,13474,7,5,1990,1991,2243,2,4,1,746,2007,Reg,Inside,225000
307,7920,6,7,1920,1950,1406,1,3,1,0,2008,IR1,Inside,89500
308,12342,4,5,1940,1950,861,1,1,1,539,2009,IR1,Inside,82500
309,12378,9,5,2003,2004,1944,2,3,1,708,2006,IR1,Inside,360000
310,7685,6,5,1993,1994,1501,2,3,1,420,2006,IR1,Inside,165600
311,8000,6,6,1948,2002,972,1,2,1,240,2009,Reg,Inside,132000
312,7800,5,7,1939,1950,1118,1,3,1,410,2006,Reg,Inside,119900
313,215245,7,5,1965,1965,2036,2,3,1,513,2009,IR3,Inside,375000
314,9600,7,7,1925,1990,1641,1,3,1,546,2006,Reg,Inside,178000
315,7795,7,5,2004,2005,1432,2,3,1,432,2009,IR1,Inside,188500
316,13005,7,7,1980,1980,2353,2,4,1,484,2009,IR1,Corner,260000
317,9000,8,5,2006,2006,1959,2,3,1,1025,2007,Reg,Inside,270000
318,9900,7,5,1993,1993,2646,2,4,1,656,2009,Reg,Inside,260000
319,14115,7,5,1980,1980,1472,2,3,1,588,2009,Reg,Inside,187500
320,16259,9,5,2006,2006,2596,3,4,1,840,2006,Reg,Corner,342643
321,12099,8,5,2004,2004,2468,2,4,1,872,2007,IR1,Inside,354000
322,10380,7,5,1986,1987,2730,2,4,1,576,2007,IR1,Inside,301000
323,5820,3,8,1955,2005,1163,1,3,1,220,2006,Reg,Inside,126175
324,11275,7,7,1967,2007,2978,2,5,1,564,2010,Reg,Corner,242000
325,5000,5,6,1941,1950,803,1,2,1,360,2007,Reg,Inside,87000
326,10846,8,5,1993,1993,1719,1,1,1,473,2008,IR1,CulDSac,324000
327,11600,6,5,1960,1960,1383,1,3,1,292,2006,Reg,Inside,145250
328,11888,6,6,1916,1994,2134,2,5,1,441,2009,IR1,Inside,214500
329,6402,5,5,1920,1950,1192,1,3,1,189,2009,Reg,Corner,78000
330,10624,5,4,1964,1964,1728,2,6,2,352,2007,IR1,Inside,119000
331,8176,5,6,1958,1992,1056,1,3,1,308,2007,Reg,Inside,139000
332,10655,8,5,2003,2004,1629,2,3,1,880,2009,IR1,Inside,284000
333,8198,7,5,2004,2004,1358,2,2,1,484,2008,Reg,FR3,207000
334,9042,6,5,1998,1998,1638,2,3,1,472,2008,IR1,Inside,192000
335,164660,5,6,1965,1965,1786,2,3,1,529,2008,IR1,Corner,228950
336,14157,9,5,2005,2006,1922,2,3,1,676,2007,IR1,Corner,377426
337,9135,7,5,2002,2003,1536,2,3,1,532,2008,Reg,Inside,214000
338,14145,7,7,1984,1998,1621,2,3,1,440,2006,Reg,Corner,202500
339,12400,6,7,1958,1998,1215,1,3,1,297,2009,IR1,Inside,155000
340,14191,8,5,2002,2002,1908,2,4,1,431,2010,Reg,Inside,202900
341,8400,4,4,1950,1950,841,1,2,1,294,2009,Reg,Inside,82000
342,8544,3,4,1949,1950,1040,2,2,2,400,2006,Reg,Inside,87500
343,8849,9,5,2005,2005,1684,2,2,1,564,2008,IR1,Inside,266000
344,2592,5,3,1976,1976,1112,1,3,1,336,2010,Reg,Inside,85000
345,6435,6,5,1939,1950,1577,1,3,1,312,2006,Reg,Inside,140200
346,12772,6,8,1960,1998,958,1,2,1,301,2007,IR1,CulDSac,151500
347,17600,6,5,1960,1960,1478,2,3,1,498,2009,IR1,Inside,157500
348,2448,7,5,2003,2004,1626,2,2,1,474,2008,Reg,Inside,154000
349,20431,9,5,2005,2006,2728,2,4,1,706,2006,IR2,Inside,437154
350,7820,9,5,2007,2007,1869,2,2,1,617,2007,IR1,Inside,318061
351,5271,7,5,1986,1986,1453,1,2,1,445,2006,IR1,Inside,190000
352,9084,5,6,1941,1950,1111,1,3,1,200,2008,Reg,Inside,95000
353,8520,6,8,1928,2003,720,1,2,1,484,2010,Reg,Inside,105900
354,8400,6,5,1940,2000,1595,1,2,1,240,2006,Reg,Inside,140000
355,11249,6,5,1995,1995,1200,2,3,1,521,2007,IR2,Inside,177500
356,9248,6,6,1992,1992,1167,2,3,1,400,2009,IR1,Inside,173000
357,4224,5,5,1976,1976,1142,1,3,1,528,2007,Reg,Inside,134000
358,6930,5,4,1958,1958,1352,1,3,1,288,2006,IR1,Inside,130000
359,12011,8,5,1998,1998,1924,2,3,1,592,2006,IR1,CulDSac,280000
360,7540,6,6,1978,1978,912,1,2,1,470,2007,IR1,CulDSac,156000
361,9144,5,5,1940,1982,1505,1,3,1,240,2008,Reg,Inside,145000
362,7301,7,5,2003,2003,1922,3,4,1,672,2009,Reg,Corner,198500
363,1680,6,8,1972,2007,987,1,2,1,264,2009,Reg,Inside,118000
364,18800,6,5,1976,1976,1574,2,3,1,566,2006,IR1,FR2,190000
365,10690,5,7,1920,1997,1344,1,3,1,468,2009,Reg,Inside,147000
366,9500,6,5,1963,1963,1394,1,3,1,514,2009,IR1,Inside,159000
367,9150,6,5,1962,1962,1431,1,3,1,296,2008,IR1,Corner,165000
368,7800,5,6,1954,1954,1268,1,2,1,244,2010,Reg,Inside,132000
369,9830,5,7,1959,2006,1287,1,3,1,576,2010,IR1,Corner,162000
370,8121,6,5,2000,2000,1664,2,3,1,460,2006,IR1,Inside,172400
371,17120,4,4,1959,1959,1588,2,4,1,680,2008,Reg,Inside,134432
372,7175,6,5,1984,1984,752,1,2,1,264,2010,Reg,Inside,125000
373,10634,5,6,1953,1953,1319,1,3,1,270,2009,Reg,Inside,123000
374,8200,7,5,2003,2004,1928,2,4,1,434,2007,Reg,Inside,219500
375,10020,1,1,1922,1950,904,0,1,1,0,2009,IR1,Inside,61000
376,8846,5,5,1996,1996,914,1,2,1,576,2006,IR1,CulDSac,148000
377,11143,8,5,2004,2005,2466,3,4,1,610,2007,IR1,Corner,340000
378,11394,9,2,2010,2010,1856,1,1,1,834,2010,Reg,Corner,394432
379,8123,6,5,2000,2000,1800,2,3,1,463,2009,IR1,Inside,179000
380,5000,5,6,1924,1950,1691,2,3,1,308,2010,Reg,Inside,127000
381,7200,7,5,2006,2006,1301,2,2,1,572,2006,Reg,Inside,187750
382,9245,7,5,2006,2006,1797,2,3,1,639,2007,IR1,Inside,213500
383,9000,6,3,1928,1950,784,1,2,1,360,2009,Reg,Corner,76000
384,53107,6,5,1992,1992,1953,2,3,1,501,2007,IR2,Corner,240000
385,3182,8,5,2004,2005,1269,2,2,1,430,2010,Reg,Inside,192000
386,8410,5,3,1910,1996,1184,1,5,1,0,2006,Reg,FR2,81000
387,7200,6,6,1976,1976,1125,1,3,1,352,2009,Reg,Inside,125000
388,9382,7,5,1999,2000,1479,2,3,1,577,2008,IR1,CulDSac,191000
389,12474,10,5,2007,2008,2332,2,3,1,846,2008,Reg,Inside,426000
390,8405,5,8,1900,1950,1367,1,4,1,384,2008,Reg,Inside,119000
391,12209,6,5,2001,2002,1961,2,3,1,560,2009,IR1,CulDSac,215000
392,8339,5,7,1959,1959,882,1,3,1,294,2007,IR1,Inside,106500
393,7446,4,5,1941,1950,788,1,2,1,0,2006,Reg,Corner,100000
394,10134,5,6,1940,1950,1034,1,2,1,240,2007,Reg,Inside,109000
395,9571,5,6,1956,1956,1144,1,3,1,596,2010,Reg,Inside,129000
396,7200,5,5,1972,1972,894,1,2,1,600,2009,Reg,Inside,123000
397,7590,5,5,1962,1962,1812,2,4,1,264,2007,Reg,Inside,169500
398,8967,5,2,1920,1950,1077,1,2,1,338,2007,Reg,Corner,67000
399,8125,7,5,2006,2007,1550,2,2,1,438,2009,Reg,Inside,241000
400,14963,8,5,1996,1996,1288,1,1,1,500,2008,IR2,Inside,245500
401,8767,7,5,2005,2005,1310,2,3,1,400,2006,IR1,Inside,164990
402,10200,5,8,1940,1997,672,1,2,1,240,2008,Reg,Inside,108000
403,12090,8,5,1998,1998,2263,2,4,1,420,2006,Reg,Corner,258000
404,10364,6,5,1995,1996,1572,2,3,1,373,2007,IR1,Inside,168000
405,9991,4,4,1976,1993,1620,2,3,1,490,2009,IR1,Corner,150000
406,10480,6,5,1936,1950,1639,1,3,1,240,2008,Reg,Inside,115000
407,15576,6,7,1915,1976,1680,2,4,1,308,2008,Reg,Inside,177000
408,14154,7,5,2006,2006,2172,2,3,1,947,2007,Reg,Corner,280000
409,10800,8,5,2007,2008,2078,2,3,1,836,2008,Reg,Inside,339750
410,9571,5,3,1958,1958,1276,1,3,1,350,2009,Reg,Inside,60000
411,34650,5,5,1955,1955,1056,1,3,1,572,2006,Reg,Inside,145000
412,4403,7,5,2009,2009,1478,2,2,1,484,2010,IR2,Inside,222000
413,8960,5,6,1927,1950,1028,1,2,1,360,2010,Reg,Inside,115000
414,11228,7,5,1993,1993,2097,2,3,1,678,2008,IR2,CulDSac,228000
415,8899,7,5,2007,2007,1340,2,3,1,396,2007,IR1,Inside,181134
416,7844,6,7,1978,1978,1400,1,3,1,440,2006,Reg,Inside,149500
417,22420,6,6,1918,1950,2624,2,4,1,864,2007,IR1,Inside,239000
418,8160,5,6,1940,1950,1134,1,3,1,240,2007,Reg,Inside,126000
419,8450,5,6,1968,1968,1056,1,3,1,304,2010,Reg,Inside,142000
420,7060,7,5,1997,1998,1344,2,2,2,784,2008,Reg,Inside,206300
421,16635,6,7,1977,2000,1602,2,3,1,529,2009,IR1,FR2,215000
422,21750,5,5,1954,1954,988,1,2,1,520,2008,Reg,Inside,113000
423,9200,8,5,1998,1998,2630,2,4,1,696,2008,Reg,Inside,315000
424,9000,6,5,1956,1956,1196,1,2,1,297,2008,Reg,Inside,139000
425,3378,7,8,1946,1992,1389,1,3,1,240,2009,Reg,Inside,135000
426,12800,7,5,1989,1989,1644,2,2,1,569,2009,Reg,Inside,275000
427,8593,4,6,1957,1957,907,1,3,1,352,2008,IR1,Inside,109008
428,6762,7,5,2007,2007,1208,2,2,1,628,2007,Reg,Inside,195400
429,11457,6,5,1988,1988,1412,2,3,1,576,2009,IR1,Corner,175000
430,1680,6,5,1971,1971,987,1,2,1,264,2008,Reg,Inside,85400
431,5586,6,7,1920,1998,1198,1,4,1,0,2008,IR1,Inside,79900
432,1920,5,5,1971,1971,1365,1,2,1,440,2007,Reg,Inside,122500
433,10839,6,5,1997,1998,1604,2,3,1,470,2008,IR1,Corner,181000
434,1890,4,7,1972,1972,630,1,1,1,0,2008,Reg,Inside,81000
435,10667,7,6,1996,1996,1661,2,3,1,550,2009,IR2,CulDSac,212000
436,4400,6,8,1920,1950,1118,1,2,1,440,2006,Reg,Inside,116000
437,6000,6,7,1926,2004,904,1,2,1,180,2009,Reg,Inside,119000
438,4280,5,6,1913,2002,694,1,2,1,352,2007,Reg,Inside,90350
439,12354,6,8,1920,2000,1196,1,3,1,528,2009,Reg,Corner,110000
440,15431,10,5,2008,2008,2402,2,2,1,672,2009,Reg,Inside,555000
441,12108,4,4,1955,1955,1440,2,4,2,0,2008,Reg,Inside,118000
442,6240,5,7,1930,1992,1573,2,3,1,360,2008,Reg,Inside,162900
443,3922,7,5,2006,2007,1258,2,2,1,648,2007,Reg,Inside,172500
444,8750,7,5,1994,1995,1908,2,4,1,493,2008,Reg,Inside,210000
445,9855,6,5,1956,1956,1689,1,3,1,480,2009,Reg,Corner,127500
446,16492,6,6,1966,2002,1888,2,2,1,578,2010,IR1,Corner,190000
447,11214,7,5,1998,1999,1886,2,4,1,431,2006,IR1,Corner,199900
448,8600,6,6,1937,1950,1376,2,3,1,198,2006,Reg,Inside,119500
449,6000,3,7,1948,2002,1183,1,2,1,308,2007,Reg,Inside,120000
450,5684,6,8,1930,2005,813,1,2,1,270,2006,Reg,Inside,110000
451,70761,7,5,1975,1975,1533,2,2,1,576,2006,IR1,Inside,280000
452,9303,6,5,1996,1997,1756,2,3,1,422,2007,IR1,Corner,204000
453,9000,8,5,2008,2008,1590,2,3,1,676,2009,Reg,Inside,210000
454,9297,5,5,1976,1976,1728,2,4,2,560,2006,Reg,Inside,188000
455,9600,7,6,1973,1973,1242,1,3,1,528,2007,Reg,Inside,175500
456,4571,5,5,1916,1950,1344,1,4,1,513,2008,Reg,Inside,98000
457,53227,4,6,1954,1994,1663,1,2,1,529,2008,IR1,CulDSac,256000
458,5100,8,7,1925,1996,1666,1,3,1,228,2008,Reg,Inside,161000
459,7015,5,4,1950,1950,1203,1,3,1,352,2009,IR1,Corner,110000
460,8004,8,5,2009,2009,1935,2,3,1,552,2009,IR1,Inside,263435
461,7200,7,9,1936,2007,1135,1,3,1,576,2009,Reg,Inside,155000
462,8281,5,5,1965,1965,864,1,3,1,360,2009,IR1,Inside,62383
463,11988,6,7,1934,1995,1660,1,3,1,240,2008,IR1,Inside,188700
464,8430,5,5,1978,1978,1040,2,3,1,0,2009,Reg,Inside,124000
465,3072,7,5,2004,2004,1414,2,2,1,398,2006,Reg,Inside,178740
466,10628,7,5,1970,1970,1277,1,2,1,526,2007,Reg,Inside,167000
467,9480,5,7,1942,1995,1644,1,3,1,312,2007,Reg,Inside,146500
468,11428,8,5,2006,2006,1634,2,3,1,866,2007,IR1,Inside,250000
469,9291,6,5,1993,1993,1710,2,3,1,506,2008,IR1,Corner,187000
470,6820,8,5,1985,1985,1502,1,1,1,528,2010,IR1,Corner,212000
471,11952,7,6,1977,1977,1969,2,3,1,534,2007,Reg,Inside,190000
472,3675,6,5,2005,2005,1072,1,2,1,525,2008,Reg,Inside,148000
473,14977,8,5,2006,2007,1976,2,2,1,908,2007,IR1,Inside,440000
474,5330,8,5,2000,2000,1652,2,2,1,499,2007,Reg,Inside,251000
475,8480,5,6,1963,1963,970,1,2,1,624,2007,Reg,Corner,132500
476,13125,6,5,1997,1998,1493,2,3,1,508,2008,Reg,Inside,208900
477,13693,9,5,2006,2006,2643,2,3,1,694,2007,Reg,Inside,380000
478,10637,8,5,2007,2008,1718,2,3,1,826,2009,Reg,Inside,297000
479,5925,4,7,1937,2000,1131,1,2,1,672,2007,Reg,Inside,89471
480,16033,9,5,2004,2005,1850,2,3,1,772,2006,IR1,FR2,326000
481,11846,9,5,2003,2004,1792,2,2,1,874,2006,IR1,Inside,374000
482,2500,7,8,1915,2005,1826,1,4,1,164,2009,Reg,Corner,155000
483,4500,6,5,1998,1998,1216,2,2,1,402,2006,Reg,FR2,164000
484,7758,5,7,1962,2001,999,1,3,1,264,2007,IR1,Corner,132500
485,9600,5,7,1950,2007,1113,1,3,1,264,2009,Reg,Inside,147000
486,10289,5,7,1965,1965,1073,1,3,1,515,2007,Reg,Inside,156000
487,12243,5,6,1971,1971,1484,2,3,1,487,2007,IR1,Inside,175000
488,10800,5,4,1900,1970,2414,2,3,2,520,2006,Reg,Corner,160000
489,1526,4,8,1970,2002,630,1,1,1,286,2009,Reg,Inside,86000
490,2665,5,6,1976,1976,1304,1,3,1,336,2008,Reg,Inside,115000
491,9490,6,7,1941,1950,1578,1,3,1,240,2006,Reg,Inside,133000
492,15578,6,5,2006,2006,1456,2,3,1,429,2006,IR1,Corner,172785
493,7931,5,6,1960,1960,1269,1,3,1,308,2008,Reg,Inside,155000
494,5784,5,8,1938,1996,886,1,2,1,273,2009,Reg,Inside,91300
495,7879,4,5,1920,1950,720,1,2,1,0,2009,Reg,Inside,34900
496,12692,8,5,1992,1993,3228,3,4,1,546,2007,IR1,Inside,430000
497,9120,7,6,1925,1950,1820,2,4,1,240,2008,Reg,Inside,184000
498,7800,5,7,1967,2004,899,1,3,1,288,2009,Reg,Inside,130000
499,7535,5,7,1958,1985,912,1,2,1,297,2007,IR1,Inside,120000
500,1890,6,5,1973,1973,1218,1,3,1,264,2007,Reg,Inside,113000
501,9803,7,5,2005,2005,1768,2,3,1,603,2008,Reg,Inside,226700
502,9170,5,7,1965,1965,1214,1,2,1,461,2007,Reg,Corner,140000
503,15602,7,8,1959,1997,1801,2,1,1,484,2010,IR1,Inside,289000
504,2308,6,5,1974,1974,1322,2,3,1,440,2009,Reg,Inside,147000
505,7596,5,5,1952,1952,1960,2,4,2,400,2009,Reg,Inside,124500
506,9554,8,5,1993,1994,1911,2,3,1,471,2006,IR1,Inside,215000
507,7862,6,5,2009,2009,1218,2,2,1,676,2009,IR1,Inside,208300
508,9600,7,9,1928,2005,1378,2,3,1,360,2008,Reg,Inside,161000
509,9600,5,6,1959,1959,1041,1,3,1,270,2009,Reg,Corner,124500
510,14559,5,7,1951,2000,1363,1,2,1,288,2009,Reg,Inside,164900
511,6792,7,5,2005,2006,1368,2,2,1,474,2006,IR1,Inside,202665
512,9100,5,5,1958,1958,864,1,3,1,624,2006,Reg,Corner,129900
513,9187,6,5,1983,1983,1080,1,3,1,484,2007,Reg,Corner,134000
514,10594,5,5,1926,1950,789,1,2,1,200,2007,Reg,Inside,96500
515,12220,10,5,2009,2009,2020,2,3,1,900,2009,Reg,Inside,402861
516,10448,6,6,1972,1972,2119,2,3,1,583,2009,IR1,Corner,158000
517,10208,7,5,1996,1997,2344,2,3,1,889,2009,IR1,Inside,265000
518,9531,6,5,1998,1998,1796,2,3,1,546,2007,IR1,CulDSac,211000
519,10918,7,9,1926,2004,2080,1,3,1,282,2009,Reg,Inside,234000
520,10800,4,7,1900,2000,1294,2,3,2,0,2008,Reg,Inside,106250
521,11988,6,6,1957,1957,1244,1,3,1,336,2007,IR1,Corner,150000
522,5000,6,7,1947,1950,1664,2,3,1,420,2006,Reg,Corner,159000
523,40094,10,5,2007,2008,4676,3,3,1,884,2007,IR1,Inside,184750
524,11787,7,5,1996,1997,2398,2,3,1,834,2007,IR1,Inside,315750
525,7500,7,5,2005,2005,1266,2,3,1,453,2006,Reg,Inside,176000
526,13300,5,7,1956,2000,928,1,2,1,252,2007,Reg,Inside,132000
527,14948,9,5,2008,2008,2713,2,3,1,858,2008,IR1,Inside,446261
528,9098,4,7,1920,2002,605,1,2,1,0,2007,IR1,Inside,86000
529,32668,6,3,1957,1975,2515,3,4,2,484,2007,IR1,CulDSac,200624
530,10200,6,5,1988,1989,1509,2,3,1,600,2008,Reg,Inside,175000
531,6155,6,8,1920,1999,1362,2,3,1,502,2008,IR1,FR3,128000
532,7200,5,7,1955,2007,827,1,2,1,392,2010,Reg,Inside,107500
533,5000,1,3,1946,1950,334,1,1,1,0,2007,Reg,Inside,39300
534,9056,8,5,2004,2004,1414,2,3,1,403,2006,IR1,Inside,178000
535,7000,5,7,1910,1991,1347,1,3,1,0,2008,Reg,Inside,107500
536,8924,7,5,1998,1999,1724,2,3,1,527,2008,IR1,CulDSac,188000
537,12735,4,5,1972,1972,864,1,3,1,576,2008,IR1,FR2,111250
538,11553,5,5,1968,1968,1159,1,3,1,336,2006,IR1,Inside,158000
539,11423,8,5,2001,2002,1601,2,3,1,670,2010,Reg,Inside,272000
540,14601,9,5,2006,2006,1838,2,2,1,765,2009,Reg,Inside,315000
541,11000,8,5,2000,2000,2285,2,4,1,648,2007,Reg,FR2,248000
542,10140,7,5,1998,1999,1680,2,3,1,583,2009,Reg,Inside,213250
543,4058,7,5,1998,1998,767,1,1,1,367,2007,Reg,Inside,133000
544,17104,7,5,2006,2006,1496,2,3,1,426,2006,IR1,Inside,179665
545,13837,7,5,1988,1988,2183,2,4,1,786,2006,IR1,Corner,229000
546,8737,6,7,1923,1950,1635,1,3,1,440,2007,IR1,Inside,210000
547,7244,5,7,1970,1970,768,1,2,1,624,2007,Reg,Inside,129500
548,8235,5,7,1955,1995,825,1,2,1,720,2008,IR1,Inside,125000
549,9375,7,5,2003,2004,2094,2,4,1,615,2009,Reg,Inside,263000
550,4043,6,6,1977,1977,1069,2,2,1,440,2008,Reg,Inside,140000
551,6000,5,6,1957,1957,928,1,3,1,288,2008,Reg,Inside,112500
552,11146,8,5,2006,2006,1717,2,3,1,908,2009,IR1,Inside,255500
553,8777,4,5,1949,2003,1126,2,2,1,520,2009,Reg,Inside,108000
554,10625,7,5,2003,2004,2046,2,3,1,871,2008,Reg,Inside,284000
555,6380,5,6,1922,1950,1048,1,2,1,280,2006,Reg,Inside,113000
556,14850,5,5,1957,1957,1092,1,2,1,299,2006,IR1,Inside,141000
557,11040,4,6,1920,1950,1336,1,3,1,570,2006,Reg,Inside,108000
558,21872,7,5,1996,1997,1446,2,3,1,406,2008,IR2,FR2,175000
559,3196,7,5,2003,2004,1557,2,2,1,420,2006,Reg,Inside,234000
560,11341,5,6,1957,1996,1392,1,3,1,528,2010,IR1,Inside,121500
561,10010,5,5,1974,1975,1389,1,2,1,418,2006,Reg,Inside,170000
562,13907,5,6,1940,1969,996,1,3,1,0,2008,Reg,Inside,108000
563,21780,6,7,1918,1950,1674,2,4,1,396,2008,Reg,Inside,185000
564,13346,7,5,1992,2000,2295,2,4,1,590,2006,IR1,CulDSac,268000
565,6858,6,4,1915,1950,1647,1,4,1,216,2010,Reg,Corner,128000
566,11198,9,5,2005,2007,2504,2,4,1,656,2008,IR1,Inside,325000
567,10171,7,5,2004,2004,1535,2,3,1,532,2010,IR1,Inside,214000
568,12327,8,8,1983,2009,2132,1,1,1,612,2009,IR1,Inside,316600
569,7032,5,5,1979,1979,943,1,2,1,600,2006,IR1,Corner,135960
570,13101,5,5,1965,1965,1728,2,6,2,576,2008,IR1,Inside,142600
571,7332,6,6,1959,1959,864,1,2,1,288,2006,Reg,Inside,120000
572,13159,7,5,2009,2009,1692,2,3,1,650,2009,IR1,Corner,224500
573,9967,7,5,2000,2000,1430,2,3,1,400,2007,IR1,Inside,170000
574,10500,5,7,1971,2005,1109,1,3,1,288,2007,Reg,FR2,139000
575,8480,5,5,1947,1950,1216,1,2,1,336,2008,Reg,Inside,118500
576,6292,7,7,1928,1950,1477,2,3,1,216,2009,Reg,Inside,145000
577,11777,5,6,1966,1966,1320,1,3,1,564,2006,IR1,Inside,164500
578,3604,7,5,2007,2007,1392,2,2,1,540,2008,Reg,Corner,146000
579,12150,5,5,1954,1954,1795,2,4,1,352,2008,Reg,Inside,131500
580,14585,6,6,1960,1987,1429,1,3,1,572,2007,IR1,CulDSac,181900
581,12704,8,5,2008,2009,2042,2,3,1,1390,2009,Reg,Inside,253293
582,11841,6,5,1990,1990,816,1,3,1,0,2007,Reg,Inside,118500
583,13500,10,9,1893,2000,2775,3,3,1,880,2008,Reg,Inside,325000
584,6120,4,7,1935,1995,1573,1,3,1,240,2009,Reg,Inside,133000
585,11443,8,5,2005,2006,2028,2,2,1,880,2006,Reg,Inside,369900
